ID,courseID,SemClassNumber,SemType,SemDays,SemStartTime,SemEndTime,SemLocation,SemInstructor,LabClassNumber,LabType,LabDays,LabStartTime,LabEndTime,LabLocation,LabInstructor
138,71,8829,SEM,Sa,10AM,12:45PM,<c.location object at 0x10a9a8ba8>,<c.teacher object at 0x10a9a8c18>,,,,,,,
139,71,8831,SEM,Sa,1PM,3:45PM,<c.location object at 0x10a9a8e48>,<c.teacher object at 0x10a9a8e80>,,,,,,,
140,72,8336,SEM,TuTh,6:30PM,7:45PM,<c.location object at 0x10a9aa0b8>,<c.teacher object at 0x10a9aa0f0>,,,,,,,
141,73,10347,SEM,TuTh,5PM,6:15PM,<c.location object at 0x10a9aa2e8>,<c.teacher object at 0x10a9aa320>,,,,,,,
142,74,10814,SEM,F,2PM,4:45PM,<c.location object at 0x10a9aa518>,<c.teacher object at 0x10a9aa550>,,,,,,,
143,75,8334,SEM,TuTh,12:30PM,1:45PM,<c.location object at 0x10a9aa748>,<c.teacher object at 0x10a9aa780>,,,,,,,
144,75,10350,SEM,TuTh,5PM,6:15PM,<c.location object at 0x10a9aa940>,<c.teacher object at 0x10a9aa978>,,,,,,,
145,76,4600,SEM,TuTh,12:30PM,1:45PM,<c.location object at 0x10a9aab70>,<c.teacher object at 0x10a9aabe0>,,,,,,,
146,77,3864,SEM,MW,12:30PM,1:45PM,<c.location object at 0x10a9aadd8>,<c.teacher object at 0x10a9aae48>,,,,,,,
147,77,6194,SEM,F,10AM,12:45PM,<c.location object at 0x10a9aafd0>,<c.teacher object at 0x10a9ad048>,,,,,,,
148,78,10343,SEM,MW,5PM,6:15PM,<c.location object at 0x10a9ad278>,<c.teacher object at 0x10a9ad2e8>,,,,,,,
149,78,10344,SEM,TuTh,2PM,3:15PM,<c.location object at 0x10a9ad4a8>,<c.teacher object at 0x10a9ad518>,,,,,,,
150,79,4515,SEM,TuTh,7:30PM,8:45PM,<c.location object at 0x10a9ad710>,<c.teacher object at 0x10a9ad748>,,,,,,,
151,80,10719,SEM,MW,3:30PM,4:45PM,<c.location object at 0x10a9ad940>,<c.teacher object at 0x10a9ad9b0>,,,,,,,
152,81,8830,SEM,Sa,10AM,12:45PM,<c.location object at 0x10a9adb00>,<c.teacher object at 0x10a9adb70>,,,,,,,
153,81,8832,SEM,Sa,1PM,3:45PM,<c.location object at 0x10a9adda0>,<c.teacher object at 0x10a9addd8>,,,,,,,
154,82,8337,SEM,TuTh,6:30PM,7:45PM,<c.location object at 0x10a9adfd0>,<c.teacher object at 0x10a9b0048>,,,,,,,
155,83,10815,SEM,F,2PM,4:45PM,<c.location object at 0x10a9b0240>,<c.teacher object at 0x10a9b0278>,,,,,,,
156,84,6624,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b0438>,<c.teacher object at 0x10a9b0470>,,,,,,,
157,84,7638,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b05f8>,<c.teacher object at 0x10a9b0630>,,,,,,,
158,84,7639,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b07b8>,<c.teacher object at 0x10a9b07f0>,,,,,,,
159,84,11093,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b0978>,<c.teacher object at 0x10a9b09b0>,,,,,,,
160,85,1220,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b0b70>,<c.teacher object at 0x10a9b0ba8>,,,,,,,
161,85,6623,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b0d30>,<c.teacher object at 0x10a9b0d68>,,,,,,,
162,85,7640,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b0ef0>,<c.teacher object at 0x10a9b0f28>,,,,,,,
163,85,11339,SUP,TBA,TBA,TBA,<c.location object at 0x10a9b10f0>,<c.teacher object at 0x10a9b1128>,,,,,,,
164,86,4549,,1,SEM,SEM,<c.location object at 0x10b4e5fd0>,<c.teacher object at 0x10b4ef048>,4550,,1,LAB,LAB,<c.location object at 0x10b4ef128>,<c.teacher object at 0x10b4ef160>
165,86,2997,,1,SEM,SEM,<c.location object at 0x10b4ef278>,<c.teacher object at 0x10b4ef2b0>,3189,,1,LAB,LAB,<c.location object at 0x10b4ef390>,<c.teacher object at 0x10b4ef3c8>
166,86,4990,,1,SEM,SEM,<c.location object at 0x10b4ef4e0>,<c.teacher object at 0x10b4ef518>,4991,,1,LAB,LAB,<c.location object at 0x10b4ef5f8>,<c.teacher object at 0x10b4ef630>
167,86,4013,,1,SEM,SEM,<c.location object at 0x10b4ef748>,<c.teacher object at 0x10b4ef780>,4014,,1,LAB,LAB,<c.location object at 0x10b4ef860>,<c.teacher object at 0x10b4ef898>
168,86,4952,,1,SEM,SEM,<c.location object at 0x10b4ef9b0>,<c.teacher object at 0x10b4ef9e8>,4953,,1,LAB,LAB,<c.location object at 0x10b4efac8>,<c.teacher object at 0x10b4efb00>
169,87,6112,,,SEM,SEM,<c.location object at 0x10b4efb70>,<c.teacher object at 0x10b4efba8>,,,,,,,
170,87,6113,,,SEM,SEM,<c.location object at 0x10b4efc88>,<c.teacher object at 0x10b4efcc0>,,,,,,,
171,88,2489,,"1,179",SEM,SEM,<c.location object at 0x10b4efe48>,<c.teacher object at 0x10b4efe80>,,,,,,<c.location object at 0x10b4efef0>,<c.teacher object at 0x10b4eff28>
172,89,1172,,1,SEM,SEM,<c.location object at 0x10b4f2128>,<c.teacher object at 0x10b4f2160>,2180,,1,LAB,LAB,<c.location object at 0x10b4f2240>,<c.teacher object at 0x10b4f2278>
173,89,11203,,1,SEM,SEM,<c.location object at 0x10b4f2390>,<c.teacher object at 0x10b4f23c8>,11204,,1,LAB,LAB,<c.location object at 0x10b4f24a8>,<c.teacher object at 0x10b4f24e0>
174,89,11276,,1,SEM,SEM,<c.location object at 0x10b4f25f8>,<c.teacher object at 0x10b4f2630>,11277,,1,LAB,LAB,<c.location object at 0x10b4f2710>,<c.teacher object at 0x10b4f2748>
175,89,3390,,1,SEM,SEM,<c.location object at 0x10b4f2860>,<c.teacher object at 0x10b4f2898>,3391,,1,LAB,LAB,<c.location object at 0x10b4f2978>,<c.teacher object at 0x10b4f29b0>
176,89,3947,,1,SEM,SEM,<c.location object at 0x10b4f2ac8>,<c.teacher object at 0x10b4f2b00>,3948,,1,LAB,LAB,<c.location object at 0x10b4f2be0>,<c.teacher object at 0x10b4f2c18>
177,89,4015,,1,SEM,SEM,<c.location object at 0x10b4f2d30>,<c.teacher object at 0x10b4f2d68>,4016,,1,LAB,LAB,<c.location object at 0x10b4f2e48>,<c.teacher object at 0x10b4f2e80>
178,90,6567,,"1,179",SEM,SEM,<c.location object at 0x10b4f2f60>,<c.teacher object at 0x10b4f2f98>,6568,,"1,179",LAB,LAB,<c.location object at 0x10b4f40b8>,<c.teacher object at 0x10b4f40f0>
179,91,1173,,1,SEM,SEM,<c.location object at 0x10b4f42b0>,<c.teacher object at 0x10b4f42e8>,2181,,1,LAB,LAB,<c.location object at 0x10b4f43c8>,<c.teacher object at 0x10b4f4400>
180,91,11425,,1,SEM,SEM,<c.location object at 0x10b4f4518>,<c.teacher object at 0x10b4f4550>,11426,,1,LAB,LAB,<c.location object at 0x10b4f4630>,<c.teacher object at 0x10b4f4668>
181,92,3388,,1,SEM,SEM,<c.location object at 0x10b4f4748>,<c.teacher object at 0x10b4f4780>,3389,,1,LAB,LAB,<c.location object at 0x10b4f4860>,<c.teacher object at 0x10b4f4898>
182,93,7565,,1,SEM,SEM,<c.location object at 0x10b4f4a58>,<c.teacher object at 0x10b4f4a90>,7566,,1,LAB,LAB,<c.location object at 0x10b4f4b70>,<c.teacher object at 0x10b4f4ba8>
183,93,7567,,1,SEM,SEM,<c.location object at 0x10b4f4cc0>,<c.teacher object at 0x10b4f4cf8>,7568,,1,LAB,LAB,<c.location object at 0x10b4f4dd8>,<c.teacher object at 0x10b4f4e10>
184,93,7569,,1,SEM,SEM,<c.location object at 0x10b4f4f28>,<c.teacher object at 0x10b4f4f60>,7570,,1,LAB,LAB,<c.location object at 0x10b4f6080>,<c.teacher object at 0x10b4f60b8>
185,93,7901,,1,SEM,SEM,<c.location object at 0x10b4f61d0>,<c.teacher object at 0x10b4f6208>,7902,,1,LAB,LAB,<c.location object at 0x10b4f62e8>,<c.teacher object at 0x10b4f6320>
186,94,1174,,1,SEM,SEM,<c.location object at 0x10b4f6470>,<c.teacher object at 0x10b4f64a8>,2182,,1,LAB,LAB,<c.location object at 0x10b4f6588>,<c.teacher object at 0x10b4f65c0>
187,94,1175,,1,SEM,SEM,<c.location object at 0x10b4f66d8>,<c.teacher object at 0x10b4f6710>,2183,,1,LAB,LAB,<c.location object at 0x10b4f67f0>,<c.teacher object at 0x10b4f6828>
188,94,4551,,1,SEM,SEM,<c.location object at 0x10b4f6940>,<c.teacher object at 0x10b4f6978>,4552,,1,LAB,LAB,<c.location object at 0x10b4f6a58>,<c.teacher object at 0x10b4f6a90>
189,94,5945,,1,SEM,SEM,<c.location object at 0x10b4f6ba8>,<c.teacher object at 0x10b4f6be0>,5946,,1,LAB,LAB,<c.location object at 0x10b4f6cc0>,<c.teacher object at 0x10b4f6cf8>
190,94,6579,,1,SEM,SEM,<c.location object at 0x10b4f6e10>,<c.teacher object at 0x10b4f6e48>,6580,,1,LAB,LAB,<c.location object at 0x10b4f6f28>,<c.teacher object at 0x10b4f6f60>
191,95,7572,,"1,34",SEM,SEM,<c.location object at 0x10b4f9080>,<c.teacher object at 0x10b4f90b8>,7573,,"1,34",LAB,LAB,<c.location object at 0x10b4f9198>,<c.teacher object at 0x10b4f91d0>
192,96,6688,,1,SEM,SEM,<c.location object at 0x10b4f9390>,<c.teacher object at 0x10b4f93c8>,6689,,1,LAB,LAB,<c.location object at 0x10b4f94a8>,<c.teacher object at 0x10b4f94e0>
193,96,6902,,1,SEM,SEM,<c.location object at 0x10b4f95f8>,<c.teacher object at 0x10b4f9630>,6903,,1,LAB,LAB,<c.location object at 0x10b4f9710>,<c.teacher object at 0x10b4f9748>
194,96,6904,,1,SEM,SEM,<c.location object at 0x10b4f9860>,<c.teacher object at 0x10b4f9898>,6905,,1,LAB,LAB,<c.location object at 0x10b4f9978>,<c.teacher object at 0x10b4f99b0>
195,96,7899,,1,SEM,SEM,<c.location object at 0x10b4f9ac8>,<c.teacher object at 0x10b4f9b00>,7900,,1,LAB,LAB,<c.location object at 0x10b4f9be0>,<c.teacher object at 0x10b4f9c18>
196,96,7919,,1,SEM,SEM,<c.location object at 0x10b4f9d30>,<c.teacher object at 0x10b4f9d68>,7920,,1,LAB,LAB,<c.location object at 0x10b4f9e48>,<c.teacher object at 0x10b4f9e80>
197,97,7574,,"1,34",SEM,SEM,<c.location object at 0x10b4f9f60>,<c.teacher object at 0x10b4f9f98>,7575,,1,LAB,LAB,<c.location object at 0x10b4fc0b8>,<c.teacher object at 0x10b4fc0f0>
198,98,3638,,1,SEM,SEM,<c.location object at 0x10b4fc240>,<c.teacher object at 0x10b4fc278>,3639,,1,LAB,LAB,<c.location object at 0x10b4fc358>,<c.teacher object at 0x10b4fc390>
199,99,5175,,1,SEM,SEM,<c.location object at 0x10b4fc4e0>,<c.teacher object at 0x10b4fc518>,5176,,1,LAB,LAB,<c.location object at 0x10b4fc5f8>,<c.teacher object at 0x10b4fc630>
200,100,6664,,1,SEM,SEM,<c.location object at 0x10b4fc7f0>,<c.teacher object at 0x10b4fc828>,6665,,1,LAB,LAB,<c.location object at 0x10b4fc908>,<c.teacher object at 0x10b4fc940>
201,100,1176,,1,SEM,SEM,<c.location object at 0x10b4fca58>,<c.teacher object at 0x10b4fca90>,2184,,1,LAB,LAB,<c.location object at 0x10b4fcb70>,<c.teacher object at 0x10b4fcba8>
202,100,3392,,1,SEM,SEM,<c.location object at 0x10b4fccc0>,<c.teacher object at 0x10b4fccf8>,3393,,1,LAB,LAB,<c.location object at 0x10b4fcdd8>,<c.teacher object at 0x10b4fce10>
203,100,5284,,1,SEM,SEM,<c.location object at 0x10b4fcf28>,<c.teacher object at 0x10b4fcf60>,5285,,1,LAB,LAB,<c.location object at 0x10b4ff080>,<c.teacher object at 0x10b4ff0b8>
204,101,7578,,1,SEM,SEM,<c.location object at 0x10b4ff208>,<c.teacher object at 0x10b4ff240>,7579,,1,LAB,LAB,<c.location object at 0x10b4ff320>,<c.teacher object at 0x10b4ff358>
205,102,4370,,1,SEM,SEM,<c.location object at 0x10b4ff4a8>,<c.teacher object at 0x10b4ff4e0>,4371,,1,LAB,LAB,<c.location object at 0x10b4ff5c0>,<c.teacher object at 0x10b4ff5f8>
206,102,2998,,1,SEM,SEM,<c.location object at 0x10b4ff710>,<c.teacher object at 0x10b4ff748>,2999,,1,LAB,LAB,<c.location object at 0x10b4ff828>,<c.teacher object at 0x10b4ff860>
207,102,4997,,1,SEM,SEM,<c.location object at 0x10b4ff978>,<c.teacher object at 0x10b4ff9b0>,4998,,1,LAB,LAB,<c.location object at 0x10b4ffa90>,<c.teacher object at 0x10b4ffac8>
208,102,5290,,1,SEM,SEM,<c.location object at 0x10b4ffbe0>,<c.teacher object at 0x10b4ffc18>,5291,,1,LAB,LAB,<c.location object at 0x10b4ffcf8>,<c.teacher object at 0x10b4ffd30>
209,102,5952,,1,SEM,SEM,<c.location object at 0x10b4ffe48>,<c.teacher object at 0x10b4ffe80>,5953,,1,LAB,LAB,<c.location object at 0x10b4fff60>,<c.teacher object at 0x10b4fff98>
210,103,10958,,1,SEM,SEM,<c.location object at 0x10b5010b8>,<c.teacher object at 0x10b5010f0>,10959,,1,LAB,LAB,<c.location object at 0x10b5011d0>,<c.teacher object at 0x10b501208>
211,104,3642,,1,SEM,SEM,<c.location object at 0x10b5013c8>,<c.teacher object at 0x10b501400>,3643,,1,LAB,LAB,<c.location object at 0x10b5014e0>,<c.teacher object at 0x10b501518>
212,104,4254,,1,SEM,SEM,<c.location object at 0x10b501630>,<c.teacher object at 0x10b501668>,4255,,1,LAB,LAB,<c.location object at 0x10b501748>,<c.teacher object at 0x10b501780>
213,104,4995,,1,SEM,SEM,<c.location object at 0x10b501898>,<c.teacher object at 0x10b5018d0>,4996,,1,LAB,LAB,<c.location object at 0x10b5019b0>,<c.teacher object at 0x10b5019e8>
214,104,6610,,1,SEM,SEM,<c.location object at 0x10b501b00>,<c.teacher object at 0x10b501b38>,6611,,1,LAB,LAB,<c.location object at 0x10b501c18>,<c.teacher object at 0x10b501c50>
215,104,5956,,1,SEM,SEM,<c.location object at 0x10b501d68>,<c.teacher object at 0x10b501da0>,5957,,1,LAB,LAB,<c.location object at 0x10b501e80>,<c.teacher object at 0x10b501eb8>
216,105,7581,,1,SEM,SEM,<c.location object at 0x10b501f98>,<c.teacher object at 0x10b501fd0>,7582,,1,LAB,LAB,<c.location object at 0x10b5040f0>,<c.teacher object at 0x10b504128>
217,106,1177,,1,SEM,SEM,<c.location object at 0x10b5042e8>,<c.teacher object at 0x10b504320>,2185,,1,LAB,LAB,<c.location object at 0x10b504400>,<c.teacher object at 0x10b504438>
218,106,4876,,1,SEM,SEM,<c.location object at 0x10b504550>,<c.teacher object at 0x10b504588>,5968,,1,LAB,LAB,<c.location object at 0x10b504668>,<c.teacher object at 0x10b5046a0>
219,107,7583,,1,SEM,SEM,<c.location object at 0x10b504780>,<c.teacher object at 0x10b5047b8>,7584,,1,LAB,LAB,<c.location object at 0x10b504898>,<c.teacher object at 0x10b5048d0>
220,108,8303,,1,SEM,SEM,<c.location object at 0x10b504a20>,<c.teacher object at 0x10b504a58>,8304,,1,LAB,LAB,<c.location object at 0x10b504b38>,<c.teacher object at 0x10b504b70>
221,109,11166,,1,SEM,SEM,<c.location object at 0x10b504d30>,<c.teacher object at 0x10b504d68>,11167,,1,LAB,LAB,<c.location object at 0x10b504e48>,<c.teacher object at 0x10b504e80>
222,110,3482,,1,SEM,SEM,<c.location object at 0x10b504f60>,<c.teacher object at 0x10b504f98>,3483,,1,LAB,LAB,<c.location object at 0x10b5050b8>,<c.teacher object at 0x10b5050f0>
223,111,1178,,1,SEM,SEM,<c.location object at 0x10b5052b0>,<c.teacher object at 0x10b5052e8>,2186,,1,LAB,LAB,<c.location object at 0x10b5053c8>,<c.teacher object at 0x10b505400>
224,111,1179,,1,SEM,SEM,<c.location object at 0x10b505518>,<c.teacher object at 0x10b505550>,2187,,1,LAB,LAB,<c.location object at 0x10b505630>,<c.teacher object at 0x10b505668>
225,111,5521,,1,SEM,SEM,<c.location object at 0x10b505780>,<c.teacher object at 0x10b5057b8>,5522,,1,LAB,LAB,<c.location object at 0x10b505898>,<c.teacher object at 0x10b5058d0>
226,111,5972,,1,SEM,SEM,<c.location object at 0x10b5059e8>,<c.teacher object at 0x10b505a20>,5973,,1,LAB,LAB,<c.location object at 0x10b505b00>,<c.teacher object at 0x10b505b38>
227,112,1180,,1,SEM,SEM,<c.location object at 0x10b505c88>,<c.teacher object at 0x10b505cc0>,2188,,1,LAB,LAB,<c.location object at 0x10b505da0>,<c.teacher object at 0x10b505dd8>
228,112,1181,,1,SEM,SEM,<c.location object at 0x10b505ef0>,<c.teacher object at 0x10b505f28>,2189,,1,LAB,LAB,<c.location object at 0x10b508048>,<c.teacher object at 0x10b508080>
229,112,4928,,1,SEM,SEM,<c.location object at 0x10b508198>,<c.teacher object at 0x10b5081d0>,4929,,1,LAB,LAB,<c.location object at 0x10b5082b0>,<c.teacher object at 0x10b5082e8>
230,112,5293,,1,SEM,SEM,<c.location object at 0x10b508400>,<c.teacher object at 0x10b508438>,5294,,1,LAB,LAB,<c.location object at 0x10b508518>,<c.teacher object at 0x10b508550>
231,112,10038,,1,SEM,SEM,<c.location object at 0x10b508668>,<c.teacher object at 0x10b5086a0>,10039,,1,LAB,LAB,<c.location object at 0x10b508780>,<c.teacher object at 0x10b5087b8>
232,113,3668,,1,SEM,SEM,<c.location object at 0x10b508908>,<c.teacher object at 0x10b508940>,3669,,1,LAB,LAB,<c.location object at 0x10b508a20>,<c.teacher object at 0x10b508a58>
233,113,5177,,1,SEM,SEM,<c.location object at 0x10b508b70>,<c.teacher object at 0x10b508ba8>,5178,,1,LAB,LAB,<c.location object at 0x10b508c88>,<c.teacher object at 0x10b508cc0>
234,113,6043,,1,SEM,SEM,<c.location object at 0x10b508dd8>,<c.teacher object at 0x10b508e10>,6044,,1,LAB,LAB,<c.location object at 0x10b508ef0>,<c.teacher object at 0x10b508f28>
235,114,8984,,1,SEM,SEM,<c.location object at 0x10b50a048>,<c.teacher object at 0x10b50a080>,8985,,1,LAB,LAB,<c.location object at 0x10b50a160>,<c.teacher object at 0x10b50a198>
236,115,1182,,1,SEM,SEM,<c.location object at 0x10b50a358>,<c.teacher object at 0x10b50a390>,2190,,1,LAB,LAB,<c.location object at 0x10b50a470>,<c.teacher object at 0x10b50a4a8>
237,115,7552,,1,SEM,SEM,<c.location object at 0x10b50a5c0>,<c.teacher object at 0x10b50a5f8>,7553,,1,LAB,LAB,<c.location object at 0x10b50a6d8>,<c.teacher object at 0x10b50a710>
238,115,1183,,1,SEM,SEM,<c.location object at 0x10b50a828>,<c.teacher object at 0x10b50a860>,2191,,1,LAB,LAB,<c.location object at 0x10b50a940>,<c.teacher object at 0x10b50a978>
239,115,5295,,1,SEM,SEM,<c.location object at 0x10b50aa90>,<c.teacher object at 0x10b50aac8>,5296,,1,LAB,LAB,<c.location object at 0x10b50aba8>,<c.teacher object at 0x10b50abe0>
240,115,5974,,1,SEM,SEM,<c.location object at 0x10b50acf8>,<c.teacher object at 0x10b50ad30>,5975,,1,LAB,LAB,<c.location object at 0x10b50ae10>,<c.teacher object at 0x10b50ae48>
241,116,7585,,"1,34",SEM,SEM,<c.location object at 0x10b50af28>,<c.teacher object at 0x10b50af60>,7586,,"1,34",LAB,LAB,<c.location object at 0x10b50d080>,<c.teacher object at 0x10b50d0b8>
242,117,3421,,1,SEM,SEM,<c.location object at 0x10b50d278>,<c.teacher object at 0x10b50d2b0>,3422,,1,LAB,LAB,<c.location object at 0x10b50d390>,<c.teacher object at 0x10b50d3c8>
243,117,7917,,1,SEM,SEM,<c.location object at 0x10b50d4e0>,<c.teacher object at 0x10b50d518>,7918,,1,LAB,LAB,<c.location object at 0x10b50d5f8>,<c.teacher object at 0x10b50d630>
244,117,3455,,1,SEM,SEM,<c.location object at 0x10b50d748>,<c.teacher object at 0x10b50d780>,3456,,1,LAB,LAB,<c.location object at 0x10b50d860>,<c.teacher object at 0x10b50d898>
245,117,7554,,1,SEM,SEM,<c.location object at 0x10b50d9b0>,<c.teacher object at 0x10b50d9e8>,7555,,1,LAB,LAB,<c.location object at 0x10b50dac8>,<c.teacher object at 0x10b50db00>
246,117,7556,,1,SEM,SEM,<c.location object at 0x10b50dc18>,<c.teacher object at 0x10b50dc50>,7557,,1,LAB,LAB,<c.location object at 0x10b50dd30>,<c.teacher object at 0x10b50dd68>
247,117,7880,,1,SEM,SEM,<c.location object at 0x10b50de80>,<c.teacher object at 0x10b50deb8>,7881,,1,LAB,LAB,<c.location object at 0x10b50df98>,<c.teacher object at 0x10b50dfd0>
248,118,5976,,1,SEM,SEM,<c.location object at 0x10b50f160>,<c.teacher object at 0x10b50f198>,5977,,1,LAB,LAB,<c.location object at 0x10b50f278>,<c.teacher object at 0x10b50f2b0>
249,118,4764,,1,SEM,SEM,<c.location object at 0x10b50f3c8>,<c.teacher object at 0x10b50f400>,4765,,1,LAB,LAB,<c.location object at 0x10b50f4e0>,<c.teacher object at 0x10b50f518>
250,118,5389,,1,SEM,SEM,<c.location object at 0x10b50f630>,<c.teacher object at 0x10b50f668>,5390,,1,LAB,LAB,<c.location object at 0x10b50f748>,<c.teacher object at 0x10b50f780>
251,118,6622,,1,SEM,SEM,<c.location object at 0x10b50f898>,<c.teacher object at 0x10b50f8d0>,6623,,1,LAB,LAB,<c.location object at 0x10b50f9b0>,<c.teacher object at 0x10b50f9e8>
252,119,4526,,1,SEM,SEM,<c.location object at 0x10b50fac8>,<c.teacher object at 0x10b50fb00>,4527,,1,LAB,LAB,<c.location object at 0x10b50fbe0>,<c.teacher object at 0x10b50fc18>
253,120,3675,,1,SEM,SEM,<c.location object at 0x10b50fd68>,<c.teacher object at 0x10b50fda0>,3676,,1,LAB,LAB,<c.location object at 0x10b50fe80>,<c.teacher object at 0x10b50feb8>
254,121,10987,,1,SEM,SEM,<c.location object at 0x10b512048>,<c.teacher object at 0x10b512080>,10988,,1,LAB,LAB,<c.location object at 0x10b512160>,<c.teacher object at 0x10b512198>
255,122,8313,,1,SEM,SEM,<c.location object at 0x10b512358>,<c.teacher object at 0x10b512390>,8314,,1,LAB,LAB,<c.location object at 0x10b512470>,<c.teacher object at 0x10b5124a8>
256,122,9237,,1,SEM,SEM,<c.location object at 0x10b5125c0>,<c.teacher object at 0x10b5125f8>,9238,,1,LAB,LAB,<c.location object at 0x10b5126d8>,<c.teacher object at 0x10b512710>
257,122,10046,,1,SEM,SEM,<c.location object at 0x10b512828>,<c.teacher object at 0x10b512860>,10047,,1,LAB,LAB,<c.location object at 0x10b512940>,<c.teacher object at 0x10b512978>
258,123,4344,,1,SEM,SEM,<c.location object at 0x10b512a20>,<c.teacher object at 0x10b512a58>,,,,,,,
259,124,6625,,1,SEM,SEM,<c.location object at 0x10b512c50>,<c.teacher object at 0x10b512c88>,6626,,1,LAB,LAB,<c.location object at 0x10b512d68>,<c.teacher object at 0x10b512da0>
260,124,6627,,1,SEM,SEM,<c.location object at 0x10b512eb8>,<c.teacher object at 0x10b512ef0>,6628,,1,LAB,LAB,<c.location object at 0x10b512fd0>,<c.teacher object at 0x10b515048>
261,124,7561,,1,SEM,SEM,<c.location object at 0x10b515160>,<c.teacher object at 0x10b515198>,7562,,1,LAB,LAB,<c.location object at 0x10b515278>,<c.teacher object at 0x10b5152b0>
262,124,9114,,1,SEM,SEM,<c.location object at 0x10b5153c8>,<c.teacher object at 0x10b515400>,9115,,1,LAB,LAB,<c.location object at 0x10b5154e0>,<c.teacher object at 0x10b515518>
263,125,8974,,"1,34",SEM,SEM,<c.location object at 0x10b5155f8>,<c.teacher object at 0x10b515630>,8975,,"1,34",LAB,LAB,<c.location object at 0x10b515710>,<c.teacher object at 0x10b515748>
264,126,11138,,1,SEM,SEM,<c.location object at 0x10b515898>,<c.teacher object at 0x10b5158d0>,11139,,1,LAB,LAB,<c.location object at 0x10b5159b0>,<c.teacher object at 0x10b5159e8>
265,127,7874,,1,SEM,SEM,<c.location object at 0x10b515ba8>,<c.teacher object at 0x10b515be0>,7875,,1,LAB,LAB,<c.location object at 0x10b515cc0>,<c.teacher object at 0x10b515cf8>
266,128,6944,,1,SEM,SEM,<c.location object at 0x10b515dd8>,<c.teacher object at 0x10b515e10>,6945,,1,LAB,LAB,<c.location object at 0x10b515ef0>,<c.teacher object at 0x10b515f28>
267,129,7850,,1,SEM,SEM,<c.location object at 0x10aa0f0b8>,<c.teacher object at 0x10aa0f0f0>,7851,,1,LAB,LAB,<c.location object at 0x10aa0f1d0>,<c.teacher object at 0x10aa0f208>
268,130,8565,,1,SEM,SEM,<c.location object at 0x10aa0f358>,<c.teacher object at 0x10aa0f390>,8566,,1,LAB,LAB,<c.location object at 0x10aa0f470>,<c.teacher object at 0x10aa0f4a8>
269,131,10965,,1,SEM,SEM,<c.location object at 0x10aa0f5f8>,<c.teacher object at 0x10aa0f630>,10966,,1,LAB,LAB,<c.location object at 0x10aa0f710>,<c.teacher object at 0x10aa0f748>
270,132,7804,,1,SEM,SEM,<c.location object at 0x10aa0f898>,<c.teacher object at 0x10aa0f8d0>,7805,,1,LAB,LAB,<c.location object at 0x10aa0f9b0>,<c.teacher object at 0x10aa0f9e8>
271,133,10967,,1,SEM,SEM,<c.location object at 0x10aa0fb38>,<c.teacher object at 0x10aa0fb70>,10968,,1,LAB,LAB,<c.location object at 0x10aa0fc50>,<c.teacher object at 0x10aa0fc88>
272,134,4874,,1,SEM,SEM,<c.location object at 0x10aa0fdd8>,<c.teacher object at 0x10aa0fe10>,4875,,1,LAB,LAB,<c.location object at 0x10aa0fef0>,<c.teacher object at 0x10aa0ff28>
273,135,7941,,"1,34",SEM,SEM,<c.location object at 0x10aa120b8>,<c.teacher object at 0x10aa120f0>,7942,,"1,34",LAB,LAB,<c.location object at 0x10aa121d0>,<c.teacher object at 0x10aa12208>
274,136,4895,,1,SEM,SEM,<c.location object at 0x10aa12358>,<c.teacher object at 0x10aa12390>,4896,,1,LAB,LAB,<c.location object at 0x10aa12470>,<c.teacher object at 0x10aa124a8>
275,137,3785,,1,SEM,SEM,<c.location object at 0x10aa125f8>,<c.teacher object at 0x10aa12630>,6189,,1,LAB,LAB,<c.location object at 0x10aa12710>,<c.teacher object at 0x10aa12748>
276,138,5183,,1,SEM,SEM,<c.location object at 0x10aa12898>,<c.teacher object at 0x10aa128d0>,5184,,1,LAB,LAB,<c.location object at 0x10aa129b0>,<c.teacher object at 0x10aa129e8>
277,139,1184,,1,SEM,SEM,<c.location object at 0x10aa12ba8>,<c.teacher object at 0x10aa12be0>,2192,,1,LAB,LAB,<c.location object at 0x10aa12cc0>,<c.teacher object at 0x10aa12cf8>
278,139,4689,,1,SEM,SEM,<c.location object at 0x10aa12e10>,<c.teacher object at 0x10aa12e48>,4769,,1,LAB,LAB,<c.location object at 0x10aa12f28>,<c.teacher object at 0x10aa12f60>
279,140,3671,,1,SEM,SEM,<c.location object at 0x10aa14080>,<c.teacher object at 0x10aa140b8>,3672,,1,LAB,LAB,<c.location object at 0x10aa14198>,<c.teacher object at 0x10aa141d0>
280,141,5983,,1,SEM,SEM,<c.location object at 0x10aa14320>,<c.teacher object at 0x10aa14358>,5984,,1,LAB,LAB,<c.location object at 0x10aa14438>,<c.teacher object at 0x10aa14470>
